,Asia,1991,1992,1993,1994,1995,199,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,Afghanistan,193.0,208.0,222.0,225.0,242.0,278.0,266.0,259.0,261.0,245.0,235.0,257.0,242.0,230.0,230.0,218.0,205.0,204.0,212.0,209.0,216.0,216.0,208.0,202.0,199.0,199.0,208.0,222.0,243.0,261.0,261.0,267.0
2,Syrian Arab Republic,349.0,407.0,426.0,431.0,429.0,428.0,407.0,422.0,420.0,434.0,455.0,482.0,496.0,524.0,565.0,608.0,665.0,707.0,775.0,867.0,997.0,1.165,1.337,1.656,2.149,2.895,3.632,4.156,4.732,5.289,5.404,5.638
3,Armenien,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,11.0,11.0,21.0,26.0,30.0,25.0,18.0,26.0,34.0,39.0,37.0,45.0,61.0,84.0,109.0,145.0,189.0,224.0,255.0,279.0,296.0,306.0,322.0
4,Azerbaijan,0.0,0.0,0.0,0.0,2.0,3.0,4.0,6.0,10.0,17.0,20.0,30.0,41.0,41.0,46.0,52.0,54.0,61.0,69.0,80.0,104.0,156.0,237.0,288.0,378.0,486.0,603.0,705.0,877.0,1.085,1.185,1.432
5,Bahrain,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,6.0,9.0,8.0,8.0,12.0,11.0,12.0,18.0,25.0
6,Bangladesh,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,5.0,5.0,5.0,6.0,8.0,11.0,12.0,15.0,18.0,18.0,20.0
7,Bhutan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0
9,China,92.0,94.0,96.0,76.0,81.0,95.0,98.0,101.0,118.0,133.0,123.0,139.0,153.0,139.0,137.0,173.0,158.0,166.0,179.0,179.0,175.0,186.0,195.0,194.0,197.0,230.0,250.0,261.0,276.0,287.0,301.0,307.0
10,Democratic People's Republic of Korea,3.0,2.0,4.0,5.0,4.0,6.0,4.0,4.0,3.0,12.0,14.0,14.0,10.0,11.0,13.0,15.0,13.0,21.0,16.0,13.0,13.0,13.0,15.0,24.0,13.0,12.0,12.0,11.0,12.0,13.0,10.0,11.0
11,Lao People's Democratic Republic,10.0,16.0,18.0,12.0,7.0,7.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,Georgia,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,9.0,16.0,20.0,28.0,40.0,61.0,73.0,87.0,101.0,115.0,133.0,149.0,181.0,218.0,242.0,273.0,292.0,344.0,398.0,434.0,476.0,523.0,558.0,598.0
13,Hong kong,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,India,95.0,94.0,94.0,90.0,98.0,90.0,92.0,84.0,84.0,71.0,71.0,75.0,84.0,95.0,92.0,100.0,100.0,109.0,121.0,132.0,150.0,177.0,209.0,244.0,318.0,441.0,540.0,648.0,757.0,890.0,1.018,1.06
15,Indonesia,147.0,149.0,138.0,136.0,131.0,133.0,127.0,133.0,134.0,133.0,137.0,131.0,146.0,149.0,152.0,159.0,167.0,176.0,185.0,198.0,200.0,254.0,250.0,269.0,304.0,340.0,353.0,394.0,426.0,451.0,451.0,484.0
16,Iraq,76.0,88.0,94.0,96.0,92.0,91.0,111.0,119.0,131.0,129.0,138.0,163.0,168.0,153.0,160.0,156.0,156.0,164.0,168.0,173.0,171.0,177.0,189.0,210.0,243.0,334.0,404.0,468.0,555.0,619.0,679.0,691.0
17,Islamic Republic of Iran,1.05,1.068,1.124,1.242,1.301,1.404,1.474,1.513,1.531,1.514,1.473,1.401,1.316,1.265,1.201,1.165,1.106,1.092,1.1,1.071,1.081,1.201,1.211,1.245,1.295,1.354,1.427,1.448,1.51,1.529,1.539,1.609
18,Israel,97.0,100.0,99.0,100.0,106.0,111.0,112.0,112.0,126.0,126.0,129.0,134.0,135.0,131.0,130.0,134.0,134.0,147.0,155.0,169.0,188.0,221.0,239.0,258.0,274.0,300.0,333.0,344.0,369.0,383.0,392.0,402.0
19,Japan,28.0,36.0,32.0,38.0,34.0,33.0,33.0,37.0,37.0,36.0,36.0,39.0,39.0,40.0,36.0,43.0,50.0,46.0,54.0,54.0,57.0,69.0,71.0,70.0,70.0,76.0,78.0,79.0,77.0,85.0,81.0,87.0
20,Yemen,14.0,36.0,38.0,36.0,29.0,35.0,33.0,35.0,41.0,32.0,39.0,46.0,47.0,53.0,58.0,64.0,67.0,72.0,85.0,103.0,116.0,136.0,140.0,156.0,178.0,200.0,245.0,269.0,289.0,299.0,303.0,307.0
21,Jordan,194.0,195.0,207.0,206.0,197.0,199.0,196.0,195.0,205.0,206.0,201.0,201.0,196.0,194.0,202.0,216.0,224.0,230.0,227.0,246.0,336.0,450.0,533.0,599.0,648.0,695.0,746.0,807.0,844.0,897.0,992.0,1.068
22,Cambodia (Kampuchea),16.0,7.0,9.0,6.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
23,Kazakhstan,0.0,0.0,0.0,2.0,9.0,26.0,44.0,52.0,59.0,82.0,89.0,117.0,146.0,175.0,168.0,168.0,175.0,184.0,190.0,198.0,182.0,189.0,184.0,188.0,196.0,202.0,215.0,242.0,262.0,268.0,243.0,251.0
24,Qatar,8.0,7.0,2.0,3.0,4.0,5.0,5.0,7.0,9.0,10.0,8.0,10.0,9.0,9.0,8.0,15.0,14.0,14.0,18.0,18.0,16.0,19.0,19.0,17.0,13.0,11.0,8.0,5.0,5.0,4.0,3.0,3.0
25,Kyrgyzstan,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,12.0,16.0,29.0,34.0,46.0,51.0,56.0,61.0,51.0,55.0,57.0,65.0,67.0,70.0,60.0,64.0,62.0,64.0,71.0,76.0,77.0,72.0,62.0,67.0
26,Kuwait,3.0,4.0,15.0,17.0,19.0,19.0,14.0,10.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,17.0,34.0,47.0,51.0,50.0,46.0,31.0,32.0,23.0,18.0,17.0,15.0,15.0,15.0,14.0,13.0
27,Lebanon,74.0,93.0,99.0,96.0,89.0,87.0,85.0,88.0,83.0,80.0,82.0,80.0,87.0,91.0,89.0,88.0,92.0,96.0,96.0,90.0,92.0,113.0,125.0,161.0,188.0,232.0,256.0,274.0,286.0,307.0,328.0,351.0
28,Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,5.0,4.0,4.0,10.0,11.0,11.0,18.0,25.0,26.0,30.0,35.0,38.0,42.0,44.0
29,Maldives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
30,Mongolia,3.0,10.0,11.0,13.0,12.0,9.0,10.0,8.0,9.0,15.0,13.0,16.0,20.0,24.0,27.0,26.0,29.0,36.0,44.0,48.0,47.0,49.0,49.0,50.0,48.0,52.0,58.0,70.0,79.0,89.0,96.0,101.0
31,"Myanmar (Burma, Burma)",1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
32,Nepal,7.0,9.0,11.0,10.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,9.0,8.0,10.0,9.0,10.0,11.0,17.0,21.0,25.0,33.0,34.0,51.0,63.0,71.0,92.0,114.0,125.0,139.0
33,Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,4.0,4.0,5.0,6.0,4.0,6.0,8.0,7.0,9.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0
34,Pakistan,10.0,14.0,15.0,16.0,15.0,15.0,15.0,16.0,17.0,20.0,16.0,14.0,14.0,14.0,12.0,14.0,15.0,16.0,21.0,29.0,29.0,37.0,38.0,45.0,55.0,68.0,75.0,85.0,106.0,117.0,125.0,133.0
35,Palestinian Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,76.0,151.0,207.0,276.0,322.0,381.0,432.0,473.0,524.0
36,Philippines,38.0,39.0,42.0,37.0,35.0,32.0,33.0,33.0,30.0,28.0,29.0,32.0,35.0,32.0,33.0,31.0,27.0,27.0,30.0,30.0,30.0,38.0,37.0,36.0,35.0,36.0,38.0,40.0,37.0,41.0,42.0,46.0
37,Republic of Korea,15.0,17.0,19.0,22.0,25.0,26.0,26.0,26.0,29.0,25.0,29.0,34.0,38.0,39.0,40.0,42.0,50.0,47.0,52.0,51.0,56.0,63.0,63.0,67.0,74.0,88.0,107.0,116.0,131.0,137.0,149.0,150.0
38,Saudi Arabia,85.0,119.0,123.0,114.0,79.0,62.0,48.0,28.0,32.0,28.0,23.0,23.0,24.0,26.0,21.0,31.0,40.0,36.0,42.0,76.0,112.0,192.0,273.0,349.0,380.0,414.0,442.0,462.0,438.0,440.0,424.0,418.0
39,Singapore,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,7.0,8.0,10.0,11.0,15.0
40,Sri Lanka (Ceylon),6.0,6.0,6.0,6.0,9.0,10.0,8.0,7.0,11.0,11.0,11.0,12.0,13.0,14.0,14.0,13.0,15.0,14.0,15.0,15.0,14.0,17.0,18.0,19.0,24.0,26.0,30.0,31.0,33.0,29.0,29.0,29.0
41,Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,6.0,6.0,6.0,4.0,4.0,7.0,5.0,8.0,11.0,12.0,13.0,13.0,15.0,20.0,19.0,27.0,35.0,45.0,52.0,67.0
42,Taiwan,2.0,1.0,5.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,4.0,5.0,10.0,11.0,10.0,8.0,11.0,11.0,12.0,12.0,14.0,16.0,19.0,20.0,21.0,23.0,29.0,32.0,33.0,37.0
43,Thailand,19.0,20.0,23.0,14.0,13.0,15.0,18.0,16.0,20.0,17.0,17.0,20.0,20.0,21.0,16.0,18.0,14.0,13.0,15.0,16.0,20.0,21.0,20.0,21.0,24.0,23.0,21.0,22.0,25.0,31.0,27.0,34.0
44,Turkmenistan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,9.0,10.0,8.0,10.0,10.0,12.0,11.0,13.0,16.0,15.0,14.0,14.0,15.0,17.0,15.0,14.0,16.0,17.0,18.0,21.0,22.0,28.0
45,Usbekistan,0.0,0.0,0.0,2.0,1.0,2.0,2.0,6.0,8.0,7.0,24.0,29.0,40.0,59.0,63.0,63.0,71.0,78.0,80.0,83.0,99.0,102.0,108.0,120.0,124.0,134.0,138.0,143.0,155.0,172.0,177.0,180.0
46,U.A.E,5.0,7.0,8.0,9.0,12.0,13.0,10.0,12.0,13.0,12.0,16.0,16.0,16.0,15.0,22.0,30.0,37.0,40.0,44.0,51.0,45.0,55.0,55.0,56.0,57.0,48.0,45.0,43.0,36.0,35.0,32.0,24.0
47,United Arab Republic,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Vietnam,71.0,69.0,73.0,79.0,91.0,86.0,87.0,78.0,82.0,79.0,79.0,75.0,77.0,74.0,74.0,75.0,69.0,71.0,67.0,69.0,63.0,74.0,64.0,65.0,65.0,69.0,70.0,73.0,75.0,96.0,95.0,128.0
49,Other Asia,1.0,4.0,4.0,1.0,6.0,7.0,5.0,4.0,6.0,8.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,9.0,13.0,14.0,14.0,17.0,22.0,18.0,22.0,23.0,31.0,27.0,29.0
